company_brand,founded,headquarter,sector,about_company,founders,investor,amount,series,year
Eloelo,1970,Bangalore,Gaming,Creator-led Social Gaming & Live Streaming Platform,"Saurabh Pandey, Akshay Dubey","Waterbridge, Lumikai",2000000.0,early traction,2021-01-01
Edukemy,1970,Noida,Education Technology,"Edukemy is the first EdTech company in the country, in the non –STEM segment, offering an immersive learning experience to the students, supported by cutting-edge technology and an AI-based evaluation system.",Chandrahas Panigrahi,"Auxano, Falcon5",2000000.0,early traction,2021-01-01
Zingbus,1970,Gurgaon,Transportation and Mobility,Zingbus is a renowned brand in the bus operating industry.,"Mratunjay, Prashant Kumar, Ravi Kumar Verma",Infoedge ventures,5000000.0,early traction,2021-01-01
NewsReach,1970,Ahmedabad,Media and Entertainment,NewsReach is a Mumbai based company that wants to create a disruptive ecosystem of original and local news content.,"Soniya Kundnani, Darshan Shah",JITO Angel Network,300000.0,validation,2021-01-01
Pencilton,1970,Hyderabad,Fintech,"India's first app for kids & teens to manage and spend pocket money while learning about money in a fun, gamified way.","VishwajitPureti, Ashish Singh, Pallavi Tipparaju, Viraj Gadde",Jupiter,330000.0,validation,2021-01-01
Bandhoo,1970,Gurgaon,Information Technology,"Bringing ease of eCommerce to Construction for builders, infrastructure companies, contractors and workers","Prashant Gupta, Sridhar Sundaram",Unitus Ventures,1000000.0,others,2021-01-01
ixigo,1970,Gurgaon,Information Technology,"AI-based travel app offering seamless planning and booking for flights, trains, buses, hotels and more!","Rajnish Kumar, Aloke Bajpai","GIC, Infoedge",53000000.0,others,2021-01-01
The Whole Truth,1970,Mumbai,Food and Beverages,"Believe simple, homely ingredients, minimally processed, are the secret to nutritious, tasty food",Shashank Mehta,Sequoia Capital,6000000.0,early traction,2021-01-01
Insane AI,1970,Bangalore,Fitness,Mainstream fitness formats are a primitive solution to the modern problems of a sedentary lifestyle.,"Anurag Mundhada, Jayesh Hannurkar, Sourabh Agrawal",pi Ventures,800000.0,validation,2021-01-01
Learn4o Technology,1970,Jaipur,E-learning and Education Management,"Trying to solve the problem of unemployment in young graduates, who, despite having college degrees, don't have the skills for the real world.",Kamal Kant Gupta,IAN,0.0,validation,2021-01-01
Droom,1970,Gurgaon,Automotive,"Droom is an AI and data science driven online transactional platform, which offers 21st century experience in buying & selling used & new automobiles in India",Sandeep Aggarwal,,200000000.0,others,2021-01-01
Skymet,1970,Noida,"Renewable Energy, Environmental Services, and Clean Technology",Provide services that allow clients to understand and organize themselves around changing environment.,Yogesh Patil,"Northern Arc, Caspian Impact Investments",1000000.0,others,2021-01-01
Go Swift,1970,Bangalore,Consumer Goods and Services,Help small & medium sized businesses to grow by helping them with their shipping requirements at the cheapest and most reliable service.,"Shyam Kalita, Debanshu Sinha, Prayas Mittal",Kalaari Capital,2000000.0,early traction,2021-01-01
Mamaearth,1970,Gurgaon,Healthcare,A brand which develops products from world-class research and attempts to solve every little problem that we as parents face.,"Varun Alagh, Ghazal Alagh",Sofina Ventures SA,50000000.0,others,2021-01-01
G.O.A.T,1970,Bangalore,Direct-to-Consumer,G.O.A.T Brand Labs provides a tech-enabled platform for D2C brands to scale.,"Rishi Vasudev, Rameswar Misra","Tiger Global, Flipkart Ventures",36000000.0,early traction,2021-01-01
Keeros,1970,Lucknow,Food and Beverages,"Keeros Roasted Supersnacks that are Healthy for All, Safe for Diabetics.","Sachin Sahni, Simran Sahni",Venture Catalysts,0.0,early traction,2021-01-01
ReDesyn,1970,Mumbai,Merchandise,"Merchandise drop-shipping platform for influencers, designers, creators & brands.","Smriti Dubey, Shikhar Vaidya",Anthill Ventures,300000.0,early traction,2021-01-01
Inspacco,1970,Pune,Facilities Services,"For residential commercial and industrial establishments , Inspacco is a one stop solution , that delivers affordable improvement and maintenance services","Sanket Nerkar, Paresh Kotkar",,200000.0,others,2021-01-01
Knorish,1970,Gurgaon,Education Technology,"Saas platform offers a feature packed platform enables businesses, experts, professionals, artists, instructors, specialists, coaches, people seeking work from home opportunities","Rakhi Wadhwa, Kinner N Sacchdev","Inflection Point Ventures, Rockstud Capital, Pentathlon Ventures, Prophetic Ventures syndicate",1000000.0,early traction,2021-01-01
Dozee,1970,Bangalore,Healthcare,"Dozee is India's only contactless health monitor that silently tracks your heart, respiration, sleep patterns, stress levels, cardiac contractions, apnea and more while you sleep.","Mudit Dandwate, Dandwate",Prime VP,5000000.0,early traction,2021-01-01
BlackBuck,1970,Bangalore,Supply Chain and Logistics,BlackBuck marks the beginning of a new path in trucking. A path that is organized and makes trucking simple for every shipper and trucker.,"B Ramasubramanian, Chanakya Hridaya, Rajesh Yabaji","Tribe Capital, IFC Emerging Asia Fund, VEF",67000000.0,early traction,2021-01-01
Mailmodo,1970,Bangalore,Marketing and Advertising,Mailmodo is a complete email marketing solution enabling users to create and send app-like interactive emails to improve email conversions.,"Aquibur Rahman, Apurv Gupta, Devyesh Tandon","Sequoia’s Surge, Y Combinator",2000000.0,validation,2021-01-01
SuperBeings,1970,Bangalore,Computer Software,"Continuous Leadership Development & Employee Engagement platform. Improve Leadership, Culture and Experience real-time.","Yasharth Mishra, Gaurav Bhawnani, Kunal Mishra",Endiya Partners,0.0,validation,2021-01-01
NirogStreet,1970,Delhi,Healthcare,Nirogstreet as a concept is working to make #Ayurveda first call of treatment.,Ram N Kumar,"Gokul Rajaram, Pureland Venture, Wavemaker Partners",2500000.0,early traction,2021-01-01
Hyreo,1970,Thiruvananthapuram,Human Resources and HR Technology,Hyreo stands for delivering a ‘customer-like’ experience for candidates throughout the recruiting process.,"Arun Satyan, Mahesh Raju, Sreenath N",Callapina Capital,0.0,early traction,2021-01-01
GODI Energy,1970,Hyderabad,Automotive,GODI is a technology innovation organization focused on the design and manufacturing of green energy storage solutions.,Mahesh Godi,Blue Ashva Capital,0.0,others,2021-01-01
Even,1970,Bangalore,Healthcare,One monthly subscription to cover all your healthcare needs.,"Mayank Banerjee, Matilde Giglio, Alessandro Davide Ialongo",Khosla Ventures,5000000.0,validation,2021-01-01
Captain Fresh,1970,Bangalore,Supply Chain and Logistics,A B2B marketplace leveraging technology to deliver the fastest harvest-to-retail in the industry.,Utham Gowda,"Accel Partners, Matrix India",12000000.0,early traction,2021-01-01
Otipy,1970,Gurgaon,Food and Beverages,Otipy helps the farmer to deliver farm fresh vegetables & fruits at doorstep.,Varun Khurana,"Omidyar Network India, Innoven Capital",10200000.0,early traction,2021-01-01
Lenskart,1970,aridabad,Eyewear,India's fastest growing eyewear company and largest eyewear company online.,Peyush Bansal,"Temasek, Falcon Edge",220000000.0,others,2021-01-01
Eka.care,1970,Bangalore,Healthcare,A digitally enabled and connected healthcare ecosystem for better health outcomes.,Vikalp Sahni,"Deep Kalra, Ashish Kashyap, Rajesh Magow",4500000.0,others,2021-01-01
Braingroom,1970,Chennai,Education Technology,"BrainGroom is an online marketplace for educational, recreational & wellness classes with defined target segment, quantifiable outcomes & specified time duration.","Madhula Sathyamoorthy, Naliene Ramasamy, Kalaiarsi Periasamy","IAN, Social Alpha, Startup Oasis",200000.0,others,2021-01-01
Edvizo,1970,Bangalore,Consumer Goods and Services,"Edvizo is an online marketplace to help students and parents find, compare and enroll in the best and trusted private institutes in their locality",Ravi Nishant,Inflection Point Ventures,1000000.0,early traction,2021-01-01
Credenc,1970,Delhi,Fintech,An education loan platform to finance meritorious students for the college expenses by underwriting future employability,Avinash Kumar,Capital India,25000000.0,others,2021-01-01
GlobalBees,1970,Delhi,Direct-to-Consumer,Globalbees partners with entrepreneurs who have built an online-first business.  Our team scales up D2C businesses in India and abroad.,Nitin Agarwal,"FirstCry, Lightspeed Venture Partners",150000000.0,early traction,2021-01-01
Spinny,1970,Gurgaon,Automotive,Spinny is a new age used car end-to-end platform in India.,"Niraj Singh, Mohit Gupta, Ramanshu Mahaur",Tiger Global,108000000.0,early traction,2021-01-01
Mynvax,1970,Bangalore,Biotechnology,Mynvax is a pre-clinical stage vaccine biotechnology. Current develop programs include a recombinant vaccine for human influenza and COVID19.,"Dr Raghavan Varadarajan, Dr Gautham Nadig","Accel, LetsVenture, 1Crowd",4000000.0,early traction,2021-01-01
RiseBird,1970,Pune,Human Resources and HR Technology,RiseBird provides on-demand 2.5K + expert video interviews and A.I. powered insights to help companies hire online.,Ashutosh Seth,SAB Holdings,500000.0,others,2021-01-01
Uvi Health,1970,Bangalore,Healthcare,Digital health platform delivering personalized care for women’s sexual and reproductive health concerns,Mehak Malik,Titan Capital,330000.0,validation,2021-01-01
Vegrow,1970,Bangalore,Farming,Vegrow is in the business of fresh fruits & vegetables with addressable market size of $43 Billion.,"Praneeth Kumar, Shobhit Jain, Mrudhukar Batchu, Kiran Naik","Lightspeed Venture Partners, Elevation Capital",13000000.0,others,2021-01-01
Automovill,1970,Bangalore,Automotive,"Automovill is a unique platform to aggregate automobile service providers, where we connect vehicle owners with all kind of automobile service providers under one roof.","Mridu Mahendra Das, Chinmay Baruah",Mumbai Angels Network,500000.0,others,2021-01-01
NFTically,1970,Gurgaon,NFT and Non-Fungible Tokens,"NFT Marketplace to buy or sell NFT tokens in minutes or set up your own NFT store, website, a storefront in minutes.",Toshendra Sharma,Jayanti Kanani,0.0,validation,2021-01-01
HealthifyMe,1970,Bangalore,Healthcare,HealthifyMe is a revolutionary health and fitness application that is on a mission to transform a billion lives!,"Tushar Vashisht, Sachin Shenoy","LeapFrog, Khosla Ventures",75000000.0,early traction,2021-01-01
GalaxyCard,1970,Gurgaon,Fintech,GalaxyCard is a mobile based Instant Credit Card.,Amit Kumar,JITO Angel Network,450000.0,others,2021-01-01
Bella Vita Organic,1970,Gurgaon,Healthcare,Bella Vita Organic or ‘The Good Life’ is dedicated to creating handcrafted and organic beauty solutions inspired by the natural elements of the earth and age old beauty best practices.,Aakash Anand,Ananta Capital,10000000.0,others,2021-01-01
SmartCoin,1970,Bangalore,Fintech,India's Most Preferred Instant Loan App,"Jayant Upadhyay, Amit Chandel, Rohit Garg","Northern Arc, Vivriti Capital",10000000.0,others,2021-01-01
CareerNinja,1970,Mumbai,Education Technology,"Careerninja Is A Funded, Early-stage Ed-tech Venture Building A Personalized Learning Platform To Help People Achieve Their Career Goals",Shronit Ladhaniai,Unitus Ventures,0.0,validation,2021-01-01
MYSUN,1970,Delhi,Solar,"India's Largest Online Rooftop Solar Platform for SMEs, Industries & Homes",Gagan Vermani,TATA Cleantech Capital,2000000.0,others,2021-01-01
Sea6 Energy,1970,Bangalore,Biotechnology,"Sea6 Energy envisions a future where the abundant oceans will be our biomass farms of tomorrow - to provide solutions in energy, agriculture and food.","Sailaja Nori, Nelson Vadassery, Sowmya Balendiran, Shrikumar Suryanarayan",Aqua-Spark,9000000.0,early traction,2021-01-01
Beco,1970,Mumbai,Consumer Goods and Services,"Eco-friendly home and kitchen care products that are plastic-free, high in quality and affordable.","Aditya Ruia, Akshay Varma, Anuj Ruia",Climate Angels Fund,500000.0,validation,2021-01-01
OneCode,1970,Bangalore,Internet,"OneCode is a platform which connects new age digital first brands with ""relevant"" sellers (aka OneCoders) to sell their products and services","Manish Shara, Yash Desai","Sequoia’s Surge, Nexus Venture Partners",5000000.0,others,2021-01-01
MedPay,1970,Bangalore,Information Technology,MedPay® is building the real-time claims adjudication platform for health insurers.,"Arun Bhatia, Ravi Chandra","Entrepreneur First (EF), GrowX Ventures",1200000.0,validation,2021-01-01
Inshorts,1970,Noida,Internet,Built Inshorts with a promise to deliver news,Azhar Iqubal,Vy Capital,60000000.0,others,2021-01-01
Digantara,1970,Bangalore,Space Technology and Defense,"Digantara is an Indian Space Technology Company incubated at Indian Institute of Science (IISc), establishing a space-based surveillance platform with global realtime earth coverage","Anirudh N Sharma, Rahul Rawat, Tanveer Ahmed",Kalaari Capital,2500000.0,validation,2021-01-01
Aqgromalin,1970,Chennai,Agricultural Technology,Aqgormalin is a tech driven farm diversification platform enabling farmers to diversify into Animal Husbandry and Aquaculture.,"Prasanna Manogaran, Bharani CL",Zephyr Peacock,700000.0,validation,2021-01-01
Square Yards,1970,Gurgaon,Real Estate and Property Technology,India’s largest tech enabled Real Estate Brokerage and Mortgage Marketplace,Tanuj Shori,ADM Capital,25000000.0,others,2021-01-01
OYO,1970,Gurgaon,Hospitality,OYO is a global platform that empowers entrepreneurs and small businesses with hotels and homes by providing full-stack technology,Ritesh Agarwal,"SoftBank Vision Fund, Hindustan Media Venture",660000000.0,others,2021-01-01
Slang Labs,1970,Bangalore,Computer Software,Slang Labs provides accurate and multilingual in-app voice assistants for Android and web apps,Kumar Rangarajan,100x Entrepreneurs,0.0,others,2021-01-01
NirogGyan,1970,Gurgaon,Healthcare,"Simplifying Diagnostics for labs, doctors, and people.","Joyneel Acharya, Shweta Gandhi","Healthcare veterans, PIEDS",0.0,validation,2021-01-01
Ola Electric,1970,Bangalore,Automotive,Ola Electric - The future of mobility is here.? Charging ahead to accelerate the world’s transition to sustainable mobility.,Bhavish Aggarwal,Bank of Baroda,100000000.0,others,2021-01-01
Bikry app,1970,Noida,Consumer Goods and Services,"Bikry, a Direct-to-Customer platform to start your online store within 30 seconds at 0% commission",Abhishek Bhayana,YCombinator,1300000.0,others,2021-01-01
Oliveboard,1970,Bangalore,Education Technology,Oliveboard is the top exam preparation platform for Banking & Government Exams.,"Abhishek Patil, V Satish Kumar",IAN Fund,3000000.0,others,2021-01-01
Little Leap,1970,Delhi,Education Technology,Soft Skills that make Smart Leaders,Holistic Development Programs for children in age range 5-15,,300000.0,validation,2021-01-01
